Geneid	Length
Ng08411	600
Ng08412	2053
Ng08413	816
Ng08414	2868
Ng08415	720
Ng08416	1419
Ng08417	357
Ng08418	1122
Ng08419	1491
Ng08420	1656
Ng08421	387
Ng08422	2535
Ng08423	948
Ng08424	2409
Ng08425	2400
Ng08426	246
Ng08427	1284
Ng08428	1437
Ng08429	957
Ng08430	765
Ng08431	240
Ng08432	1713
Ng08433	4569
Ng08434	4698
Ng08435	2804
Ng08436	936
Ng08437	1275
Ng08438	1164
Ng08439	2109
Ng08440	1281
Ng08441	1065
Ng08442	1251
Ng08443	192
Ng08444	681
Ng08445	4567
Ng08446	898
Ng08447	2628
Ng08448	1365
Ng08449	534
Ng08450	246
Ng08451	2412
Ng08452	840
Ng08453	3018
Ng08454	369
Ng08455	2118
Ng08456	351
Ng08457	1995
Ng08458	1482
Ng08459	444
Ng08460	1194
Ng08461	1974
Ng08462	690
Ng08463	1038
Ng08464	4668
Ng08465	750
Ng08466	3411
Ng08467	528
Ng08468	2015
Ng08469	1224
Ng08470	309
Ng08471	1872
Ng08472	720
Ng08473	930
Ng08474	554
Ng08475	312
Ng08476	1062
Ng08477	1542
Ng08478	1806
Ng08479	1659
Ng08480	459
Ng08481	264
Ng08482	1119
Ng08483	1752
Ng08484	834
Ng08485	3120
Ng08486	363
Ng08487	987
Ng08488	1296
Ng08489	642
Ng08490	228
Ng08491	342
Ng08492	507
Ng08493	717
Ng08494	426
Ng08495	1689
Ng08496	2841
Ng08497	3834
Ng08498	498
Ng08499	492
Ng08500	2700
Ng08501	5340
Ng08502	429
Ng08503	1863
Ng08504	498
Ng08505	2061
Ng08506	411
Ng08507	1668
Ng08508	1617
Ng08509	1182
Ng08510	420
Ng08511	1185
Ng08512	5064
Ng08513	945
Ng08514	1275
Ng08515	309
Ng08516	954
Ng08517	1272
Ng08518	588
Ng08519	1564
Ng08520	1368
Ng08521	3072
Ng08522	645
Ng08523	1968
Ng08524	840
Ng08525	1431
Ng08526	2500
Ng08527	681
Ng08528	897
Ng08529	204
Ng08530	1032
Ng08531	1066
Ng08532	957
Ng08533	1179
Ng08534	2407
Ng08535	771
Ng08536	1349
Ng08537	555
Ng08538	1035
Ng08539	462
Ng08540	1500
Ng08541	315
Ng08542	2362
Ng08543	3696
Ng08544	489
Ng08545	1170
Ng08546	453
Ng08547	2440
Ng08548	1050
Ng08549	4314
Ng08550	588
Ng08551	1245
Ng08552	2207
Ng08553	924
Ng08554	888
Ng08555	1593
Ng08556	222
Ng08557	5241
Ng08558	1662
Ng08559	681
Ng08560	3190
Ng08561	3153
Ng08562	1236
Ng08563	3534
Ng08564	75
Ng08565	73
Ng08566	592
Ng08567	267
Ng08568	3384
Ng08569	252
Ng08570	684
Ng08571	1197
Ng08572	285
Ng08573	279
Ng08574	480
Ng08575	1887
Ng08576	675
Ng08577	543
Ng08578	816
Ng08579	954
Ng08580	1011
Ng08581	279
Ng08582	1770
Ng08583	1593
Ng08584	1722
Ng08585	327
Ng08586	1320
Ng08587	585
Ng08588	1760
Ng08589	381
Ng08590	597
Ng08591	615
Ng08592	946
Ng08593	216
Ng08594	1293
Ng08595	375
Ng08596	276
Ng08597	940
Ng08598	540
Ng08599	2374
Ng08600	336
Ng08601	1003
Ng08602	249
Ng08603	357
Ng08604	918
Ng08605	786
Ng08606	729
Ng08607	612
Ng08608	1695
Ng08609	195
Ng08610	291
Ng08611	549
Ng08612	597
Ng08613	294
Ng08614	351
Ng08615	210
Ng08616	303
Ng08617	930
Ng08618	4359
Ng08619	483
Ng08620	2031
Ng08621	444
Ng08622	378
Ng08623	1680
Ng08624	477
Ng08625	450
Ng08626	837
Ng08627	2076
Ng08628	294
Ng08629	2389
Ng08630	3441
Ng08631	2188
Ng08632	1038
Ng08633	591
Ng08634	444
Ng08635	666
Ng09133	1863
Ng09134	1787
Ng09135	3024
Ng09136	1446
Ng09137	336
Ng09138	5970
Ng09139	1656
Ng09140	918
Ng09141	183
Ng09142	333
Ng09143	285
Ng09144	1986
Ng09145	983
Ng09146	234
Ng09147	453
Ng09148	693
Ng09149	717
Ng09150	570
Ng09151	414
Ng09152	270
Ng09153	1442
Ng09154	522
Ng09155	549
Ng09156	1680
Ng09157	204
Ng09158	792
Ng09159	1263
Ng09160	1104
Ng09161	813
Ng09162	624
Ng09163	297
Ng09164	733
Ng09165	1970
Ng09166	189
Ng09167	1931
Ng09168	2145
Ng09169	870
Ng09170	372
Ng09171	246
Ng09172	3479
Ng09173	273
Ng09174	2202
Ng09175	465
Ng09176	216
Ng09177	402
Ng09178	819
Ng09179	71
Ng09180	2046
Ng09181	639
Ng09182	210
Ng09183	2009
Ng09184	459
Ng09185	1343
Ng09186	931
Ng09187	1617
Ng09188	1563
Ng09189	1137
Ng09190	675
Ng09191	336
Ng09192	1503
Ng09193	456
Ng09194	162
Ng09195	3066
Ng09196	2154
Ng09197	1656
Ng09198	507
Ng09199	1233
Ng09200	933
Ng09201	1124
Ng09202	2675
Ng09203	1251
Ng09204	252
Ng09205	2391
Ng09206	159
Ng09207	312
Ng09208	705
Ng09209	396
Ng09210	2016
Ng09211	717
Ng09212	1973
Ng09213	1812
Ng09214	1987
Ng09215	1764
Ng09216	1524
Ng09217	1494
Ng09218	639
Ng09219	459
Ng09220	1443
Ng09221	726
Ng09222	2082
Ng09223	2241
Ng09224	3132
Ng09225	2004
Ng09226	3246
Ng09227	1626
Ng09228	1005
Ng09229	1910
Ng09230	2407
Ng09231	501
Ng09232	1980
Ng09233	408
Ng09234	666
Ng09235	2043
Ng09236	1698
Ng09237	327
Ng09238	918
Ng09239	219
Ng09240	1671
Ng09241	1206
Ng09242	1497
Ng09243	321
Ng09244	1245
Ng09245	993
Ng09246	1098
Ng09247	636
Ng09248	2463
Ng09249	588
Ng09250	2805
Ng09251	420
Ng09252	943
Ng09253	564
Ng09254	3922
Ng09255	291
Ng09256	1200
Ng09257	2603
Ng09258	915
Ng09259	619
Ng09260	1183
Ng09261	441
Ng09262	994
Ng09263	1125
Ng09264	1779
Ng09265	878
Ng09266	2385
Ng09267	669
Ng09268	1758
Ng09269	654
Ng09270	1110
Ng09271	803
Ng09272	393
Ng09273	3924
Ng09274	807
Ng09275	1131
Ng09276	876
Ng09277	2229
Ng09278	453
Ng09279	2277
Ng09280	1539
Ng09281	1083
Ng09282	1086
Ng09283	1656
Ng09284	1589
Ng09285	663
Ng09286	1758
Ng09287	576
Ng09288	698
Ng09289	1656
Ng09290	465
Ng09291	1041
Ng09292	3096
Ng09293	678
Ng09294	654
Ng09295	1214
Ng09296	1125
Ng09297	3496
Ng09298	1347
Ng09299	1557
Ng09300	3663
Ng09301	861
Ng09302	474
Ng09303	2256
Ng09304	420
Ng09305	1346
Ng09306	240
Ng09307	1749
Ng09308	1965
Ng09309	543
Ng09310	4104
Ng09311	255
Ng09312	198
Ng09313	1152
Ng09314	1233
Ng09315	300
Ng09316	3411
Ng09317	306
Ng09318	2103
Ng09319	411
Ng09320	2541
Ng09321	372
Ng09322	1440
Ng09323	717
Ng09324	2967
Ng09325	1024
Ng09326	738
Ng09327	2564
Ng09328	465
Ng09329	1861
Ng09330	474
Ng09331	1374
Ng09332	231
Ng09333	1245
Ng09334	794
Ng09335	2748
Ng09336	1635
Ng09337	1374
Ng09338	1663
Ng09339	936
Ng09340	558
Ng09341	858
Ng09342	222
Ng09343	213
Ng09344	3291
Ng09345	2442
Ng09346	651
Ng09347	795
Ng09348	243
Ng09349	540
Ng09350	4851
Ng09351	372
Ng09352	10740
Ng09353	348
Ng09354	972
Ng09355	1351
Ng09356	330
Ng09357	1831
Ng09358	531
Ng09359	2724
Ng09360	204
Ng09361	708
Ng09362	820
Ng09363	606
Ng09364	1875
Ng09365	2087
Ng09366	890
Ng09367	2187
Ng09368	288
Ng09369	1756
Ng09370	405
Ng09371	1071
Ng09372	285
Ng09373	2780
Ng09374	414
Ng09375	816
Ng09376	456
Ng09377	285
Ng09378	345
Ng09379	552
Ng09380	258
Ng09381	216
Ng09382	330
Ng09383	249
Ng09384	2061
Ng09385	294
Ng09386	183
Ng09387	528
Ng09388	360
Ng09389	369
Ng09390	1899
Ng09391	261
Ng09392	870
Ng09393	3724
Ng09394	597
Ng09395	255
Ng09396	765
Ng09397	1239
Ng09398	492
Ng09399	1818
Ng09400	2052
Ng09401	693
Ng09402	657
Ng09403	6939
Ng09404	1662
Ng09405	2802
Ng09406	1254
Ng08073	1770
Ng08074	315
Ng08075	1230
Ng08076	1776
Ng08077	1749
Ng08078	774
Ng08079	1697
Ng08080	663
Ng08081	1128
Ng08082	1050
Ng08083	2029
Ng08084	3274
Ng08085	465
Ng08086	450
Ng08087	1227
Ng08088	1197
Ng08089	1859
Ng08090	900
Ng08091	3457
Ng08092	1221
Ng08093	465
Ng08094	759
Ng08095	636
Ng08096	375
Ng08097	510
Ng08098	3354
Ng08099	8674
Ng08100	1914
Ng08101	2268
Ng08102	636
Ng08103	575
Ng08104	225
Ng08105	396
Ng08106	807
Ng08107	243
Ng08108	210
Ng08109	618
Ng08110	717
Ng08111	549
Ng08112	357
Ng08113	2193
Ng08114	953
Ng08115	3986
Ng08116	2772
Ng08117	3327
Ng08118	216
Ng08119	1865
Ng08120	333
Ng08121	1486
Ng08122	1557
Ng08123	3345
Ng08124	588
Ng08125	1239
Ng08126	1644
Ng08127	438
Ng08128	1572
Ng08129	735
Ng08130	483
Ng08131	1119
Ng08132	993
Ng08133	1347
Ng08134	2897
Ng08135	324
Ng08136	1227
Ng08137	3092
Ng08138	858
Ng08139	270
Ng08140	300
Ng08141	291
Ng08142	1559
Ng08143	435
Ng08144	1314
Ng08145	2388
Ng08146	1296
Ng08147	372
Ng08148	2887
Ng08149	1032
Ng08150	279
Ng08151	1131
Ng08152	366
Ng08153	1524
Ng08154	714
Ng08155	1299
Ng08156	366
Ng08157	3273
Ng08158	1344
Ng08159	306
Ng08160	1693
Ng08161	1389
Ng08162	1281
Ng08163	1722
Ng08164	948
Ng08165	402
Ng08166	1902
Ng08167	552
Ng08168	3711
Ng08169	1208
Ng08170	186
Ng08171	2199
Ng08172	1835
Ng08173	1940
Ng08174	465
Ng08175	2207
Ng08176	270
Ng08177	2049
Ng08178	1920
Ng08179	1831
Ng08180	3686
Ng08181	444
Ng08182	1791
Ng08183	255
Ng08184	1485
Ng08185	1719
Ng08186	924
Ng08187	1456
Ng08188	1803
Ng08189	1291
Ng08190	2295
Ng08191	1992
Ng08192	1332
Ng08193	3071
Ng08194	1572
Ng08195	1191
Ng08196	2223
Ng08197	309
Ng08198	858
Ng08199	525
Ng08200	1692
Ng08201	441
Ng08202	1164
Ng08203	1398
Ng08204	726
Ng08205	4109
Ng08206	1554
Ng08207	1656
Ng08208	258
Ng08209	504
Ng08210	1782
Ng08211	315
Ng08212	867
Ng08213	336
Ng08214	738
Ng08215	1602
Ng08216	1379
Ng08217	3588
Ng08218	1872
Ng08219	1755
Ng08220	531
Ng08221	2049
Ng08222	1317
Ng08223	1542
Ng08224	1519
Ng08225	637
Ng08226	1551
Ng08227	1635
Ng08228	2214
Ng08229	1401
Ng08230	2272
Ng08231	4101
Ng08232	183
Ng08233	2295
Ng08234	282
Ng08235	3357
Ng08236	2128
Ng08237	1765
Ng08238	2322
Ng08239	1836
Ng08240	2071
Ng08241	1224
Ng08242	1317
Ng08243	1130
Ng08244	873
Ng08245	1650
Ng08246	1593
Ng08247	288
Ng08248	1542
Ng08249	2760
Ng08250	1951
Ng08251	72
Ng08252	1068
Ng08253	1535
Ng08254	1257
Ng08255	1089
Ng08256	2479
Ng08257	270
Ng08258	1851
Ng08259	651
Ng08260	741
Ng08261	2217
Ng08262	1395
Ng08263	1954
Ng08264	4476
Ng08265	2310
Ng08266	1479
Ng08267	726
Ng08268	918
Ng08269	4225
Ng08270	1425
Ng08271	1153
Ng08272	957
Ng08273	642
Ng08274	1589
Ng08275	2112
Ng08276	1988
Ng08277	237
Ng08278	3075
Ng08279	1056
Ng08280	477
Ng08281	3849
Ng08282	2474
Ng08283	600
Ng08284	660
Ng08285	1362
Ng08286	423
Ng08287	543
Ng08288	1665
Ng08289	1059
Ng08290	1401
Ng08291	1620
Ng08292	2119
Ng08293	796
Ng08294	957
Ng08295	1194
Ng08296	297
Ng08297	552
Ng08298	192
Ng08299	450
Ng08300	678
Ng08301	795
Ng08302	1903
Ng08303	225
Ng08304	1118
Ng08305	1269
Ng08306	1463
Ng08307	1440
Ng08308	3226
Ng08309	462
Ng08310	252
Ng08311	1479
Ng08312	252
Ng08313	228
Ng08314	351
Ng08315	1173
Ng08316	1080
Ng08317	1538
Ng08318	1588
Ng08319	1212
Ng08320	405
Ng08321	366
Ng08322	972
Ng08323	252
Ng08324	1107
Ng08325	396
Ng08326	180
Ng08327	1304
Ng08328	1862
Ng08329	315
Ng08330	486
Ng08331	663
Ng08332	588
Ng08333	858
Ng08334	216
Ng08335	810
Ng08336	195
Ng08337	942
Ng08338	1425
Ng08339	1209
Ng08340	1158
Ng08341	4301
Ng08342	186
Ng08343	1332
Ng08880	822
Ng08881	358
Ng08882	528
Ng08883	2534
Ng08884	1638
Ng08885	1380
Ng08886	333
Ng08887	327
Ng08888	5127
Ng08889	246
Ng08890	1901
Ng08891	183
Ng08892	2131
Ng08893	270
Ng08894	567
Ng08895	627
Ng08896	699
Ng08897	870
Ng08898	240
Ng08899	270
Ng08900	1335
Ng08901	1697
Ng08902	810
Ng08903	525
Ng08904	339
Ng08905	2625
Ng08906	381
Ng08907	2648
Ng08908	345
Ng08909	1095
Ng08910	357
Ng08911	246
Ng08912	2016
Ng08913	1302
Ng08914	225
Ng08915	702
Ng08916	1191
Ng08917	492
Ng08918	1458
Ng08919	732
Ng08920	1240
Ng08921	189
Ng08922	1715
Ng08923	210
Ng08924	366
Ng08925	537
Ng08926	2736
Ng08927	252
Ng08928	981
Ng08929	624
Ng08930	780
Ng08931	357
Ng08932	1109
Ng08933	312
Ng08934	1159
Ng08935	72
Ng08936	3995
Ng08937	336
Ng08938	180
Ng08939	1521
Ng08940	3531
Ng08941	648
Ng08942	549
Ng08943	1431
Ng08944	2715
Ng08945	7917
Ng08946	768
Ng08947	1815
Ng08948	372
Ng08949	1577
Ng08950	813
Ng08951	531
Ng08952	675
Ng08953	621
Ng08954	1797
Ng08955	558
Ng08956	1149
Ng08957	1890
Ng08958	873
Ng08959	1914
Ng08960	984
Ng08961	882
Ng08962	1191
Ng08963	1311
Ng08964	2571
Ng08965	261
Ng08966	1116
Ng08967	2087
Ng08968	2079
Ng08969	276
Ng08970	2670
Ng08971	1577
Ng08972	405
Ng08973	729
Ng08974	4131
Ng08975	4736
Ng08976	852
Ng08977	687
Ng08978	1497
Ng08979	1413
Ng08980	1335
Ng08981	2161
Ng08982	1320
Ng08983	903
Ng08984	852
Ng08985	1239
Ng08986	3279
Ng08987	777
Ng08988	474
Ng08989	838
Ng08990	1308
Ng08991	84
Ng08992	1014
Ng08993	1752
Ng08994	987
Ng08995	1052
Ng08996	972
Ng08997	1476
Ng08998	3965
Ng08999	1373
Ng09000	1485
Ng09001	537
Ng09002	1272
Ng09003	1461
Ng09004	1437
Ng09005	2244
Ng09006	1139
Ng09007	666
Ng09008	1555
Ng09009	468
Ng09010	582
Ng09011	531
Ng09012	1308
Ng09013	1209
Ng09014	2319
Ng09015	459
Ng09016	372
Ng09017	825
Ng09018	1010
Ng09019	4188
Ng09020	357
Ng09021	1018
Ng09022	1065
Ng09023	822
Ng09024	315
Ng09025	1812
Ng09026	2255
Ng09027	3162
Ng09028	552
Ng09029	2723
Ng09030	2813
Ng09031	1332
Ng09032	996
Ng09033	750
Ng09034	1968
Ng09035	2334
Ng09036	1290
Ng09037	993
Ng09038	4452
Ng09039	2061
Ng09040	1206
Ng09041	1323
Ng09042	291
Ng09043	945
Ng09044	1275
Ng09045	1107
Ng09046	321
Ng09047	3837
Ng09048	2052
Ng09049	1239
Ng09050	441
Ng09051	411
Ng09052	186
Ng09053	1209
Ng09054	2214
Ng09055	2784
Ng09056	210
Ng09057	1401
Ng09058	186
Ng09059	411
Ng09060	1347
Ng09061	1700
Ng09062	492
Ng09063	1131
Ng09064	2263
Ng09065	519
Ng09066	111
Ng09067	741
Ng09068	792
Ng09069	3522
Ng09070	693
Ng09071	1968
Ng09072	351
Ng09073	1236
Ng09074	1290
Ng09075	621
Ng09076	1887
Ng09077	285
Ng09078	3405
Ng09079	213
Ng09080	441
Ng09081	4740
Ng09082	180
Ng09083	1704
Ng09084	192
Ng09085	396
Ng09086	363
Ng09087	1152
Ng09088	2757
Ng09089	2771
Ng09090	1023
Ng09091	826
Ng09092	261
Ng09093	210
Ng09094	114
Ng09095	2223
Ng09096	1331
Ng09097	1572
Ng09098	438
Ng09099	291
Ng09100	522
Ng09101	1865
Ng09102	363
Ng09103	486
Ng09104	1116
Ng09105	1638
Ng09106	3052
Ng09107	468
Ng09108	1101
Ng09109	480
Ng09110	444
Ng09111	1167
Ng09112	1821
Ng09113	948
Ng09114	276
Ng09115	699
Ng09116	1671
Ng09117	573
Ng09118	678
Ng09119	609
Ng09120	1071
Ng09121	462
Ng09122	1224
Ng09123	522
Ng09124	1122
Ng09125	2973
Ng09126	1800
Ng09127	198
Ng09128	1371
Ng09129	3063
Ng09130	432
Ng09131	1498
Ng09132	348
Ng09872	342
Ng09873	210
Ng09874	339
Ng09875	192
Ng09876	585
Ng09877	186
Ng09878	720
Ng09879	348
Ng09880	294
Ng09881	315
Ng09882	186
Ng09883	402
Ng09884	363
Ng09885	332
Ng09886	1161
Ng09887	2358
Ng09888	498
Ng09889	618
Ng09890	300
Ng09891	708
Ng09892	1561
Ng09893	372
Ng09894	1131
Ng09895	1823
Ng09896	366
Ng09897	1176
Ng09898	4416
Ng09899	1216
Ng09900	366
Ng09901	579
Ng09902	1494
Ng09903	1437
Ng09904	1401
Ng09905	573
Ng09906	1080
Ng09907	249
Ng09908	438
Ng09909	708
Ng09910	5474
Ng09911	954
Ng09912	648
Ng09913	285
Ng09914	762
Ng09915	2754
Ng09916	222
Ng09917	1014
Ng09918	495
Ng09919	1630
Ng09920	534
Ng09921	807
Ng09922	396
Ng09923	570
Ng09924	1982
Ng09925	741
Ng09926	774
Ng09927	768
Ng09928	2295
Ng09929	924
Ng09930	255
Ng09931	1419
Ng09932	210
Ng09933	600
Ng09934	948
Ng09935	2243
Ng09936	1413
Ng09937	339
Ng09938	1561
Ng09939	1035
Ng09940	2352
Ng09941	201
Ng09942	345
Ng09943	678
Ng09944	288
Ng09945	1215
Ng09946	1582
Ng09947	468
Ng09948	951
Ng09949	3000
Ng09950	4635
Ng09951	348
Ng09952	327
Ng09953	201
Ng09954	2282
Ng09955	291
Ng09956	2832
Ng09957	1161
Ng09958	960
Ng09959	1680
Ng09960	1035
Ng09961	180
Ng09962	1002
Ng09963	1578
Ng09964	567
Ng09965	1558
Ng09966	5649
Ng09967	1083
Ng09968	606
Ng09969	1188
Ng09970	1494
Ng09971	684
Ng09972	1107
Ng09973	282
Ng09974	945
Ng09975	564
Ng09976	531
Ng09977	1989
Ng09978	621
Ng09979	1206
Ng09980	2324
Ng09981	180
Ng09982	2529
Ng09983	1784
Ng09984	1082
Ng09985	3433
Ng09986	381
Ng09987	74
Ng09988	107
Ng09989	351
Ng09990	1626
Ng09991	1120
Ng09992	3851
Ng09993	567
Ng09994	1099
Ng09995	765
Ng09996	1356
Ng09997	291
Ng09998	651
Ng09999	1164
Ng10000	987
Ng10001	1443
Ng10002	2199
Ng10003	1119
Ng10004	3576
Ng10005	552
Ng10006	3051
Ng10007	438
Ng10008	1911
Ng10009	1377
Ng10010	2196
Ng10011	4476
Ng10012	480
Ng10013	1475
Ng10014	1518
Ng10015	357
Ng10016	1596
Ng10017	1731
Ng10018	561
Ng10019	1286
Ng10020	735
Ng10021	2279
Ng10022	843
Ng10023	2463
Ng10024	1776
Ng10025	2663
Ng10026	1872
Ng10027	3150
Ng10028	600
Ng10029	1170
Ng10030	1462
Ng10031	1563
Ng10032	1296
Ng10033	1404
Ng10034	405
Ng10035	1092
Ng10036	1239
Ng10037	2403
Ng10038	186
Ng10039	519
Ng10040	1520
Ng10041	1581
Ng10042	591
Ng10043	1590
Ng10044	351
Ng10045	414
Ng10046	1137
Ng10047	726
Ng10048	612
Ng10049	1092
Ng10050	714
Ng10051	2663
Ng10052	4074
Ng10053	5532
Ng10054	2100
Ng10055	876
Ng10056	609
Ng10057	1655
Ng10058	225
Ng10059	1284
Ng10060	1305
Ng10061	810
Ng10062	207
Ng10063	711
Ng10064	222
Ng10065	2140
Ng10066	981
Ng10067	1146
Ng10068	207
Ng10069	1419
Ng10070	318
Ng10071	1042
Ng10072	261
Ng10073	561
Ng10074	642
Ng10075	1518
Ng10076	195
Ng10077	525
Ng10078	456
Ng10079	351
Ng10080	273
Ng10081	366
Ng10082	498
Ng10083	294
Ng10084	480
Ng10085	684
Ng10086	345
Ng10087	411
Ng10088	321
Ng10089	339
Ng10090	857
Ng10091	219
Ng10092	2613
Ng10093	1605
Ng10094	327
Ng10095	336
Ng10096	582
Ng10097	1684
Ng10098	1548
Ng10099	354
Ng11262	761
Ng10100	435
Ng10101	2895
Ng10102	1881
Ng10103	360
Ng10104	1554
Ng10105	660
Ng10106	681
Ng10107	672
Ng10108	3950
Ng10109	4053
Ng10110	1164
Ng10111	453
Ng09407	321
Ng09408	771
Ng09409	249
Ng09410	3259
Ng09411	10629
Ng09412	2226
Ng09413	1050
Ng09414	1740
Ng09415	408
Ng09416	549
Ng09417	1800
Ng09418	945
Ng09419	837
Ng09420	231
Ng09421	531
Ng09422	555
Ng09423	858
Ng09424	2508
Ng09425	390
Ng09426	981
Ng09427	3948
Ng09428	780
Ng09429	267
Ng09430	2820
Ng09431	2985
Ng09432	1822
Ng09433	405
Ng09434	273
Ng09435	825
Ng09436	2486
Ng09437	537
Ng09438	2738
Ng09439	927
Ng09440	630
Ng09441	2268
Ng09442	423
Ng09443	1026
Ng09444	699
Ng09445	1332
Ng09446	207
Ng09447	270
Ng09448	420
Ng09449	498
Ng09450	3116
Ng09451	300
Ng09452	231
Ng09453	1029
Ng09454	1320
Ng09455	852
Ng09456	336
Ng09457	619
Ng09458	362
Ng09459	198
Ng09460	1388
Ng09461	924
Ng09462	1092
Ng09463	537
Ng09464	617
Ng09465	836
Ng09466	408
Ng09467	2847
Ng09468	438
Ng09469	579
Ng09470	3551
Ng09471	3867
Ng09472	246
Ng09473	471
Ng09474	486
Ng09475	2917
Ng09476	1158
Ng09477	3996
Ng09478	2282
Ng09479	213
Ng09480	1500
Ng09481	342
Ng09482	237
Ng09483	261
Ng09484	2749
Ng09485	2028
Ng09486	195
Ng09487	2442
Ng09488	2835
Ng09489	2375
Ng09490	582
Ng09491	3808
Ng09492	705
Ng09493	2298
Ng09494	303
Ng09495	2529
Ng09496	2355
Ng09497	4999
Ng09498	1139
Ng09499	189
Ng09500	252
Ng09501	723
Ng09502	2964
Ng09503	3037
Ng09504	3277
Ng09505	282
Ng09506	477
Ng09507	1569
Ng09508	711
Ng09509	2505
Ng09510	1593
Ng09511	2082
Ng09512	375
Ng09513	792
Ng09514	258
Ng09515	1206
Ng09516	351
Ng09517	537
Ng09518	624
Ng09519	1851
Ng09520	1064
Ng09521	1104
Ng09522	399
Ng09523	207
Ng09524	1092
Ng09525	1899
Ng09526	1104
Ng09527	1429
Ng09528	870
Ng09529	1854
Ng09530	444
Ng09531	3489
Ng09532	333
Ng09533	3846
Ng09534	2267
Ng09535	1680
Ng09536	861
Ng09537	1245
Ng09538	204
Ng09539	594
Ng09540	1134
Ng09541	588
Ng09542	1573
Ng09543	204
Ng09544	1782
Ng09545	201
Ng09546	453
Ng09547	1475
Ng09548	2886
Ng09549	1815
Ng09550	1218
Ng09551	5289
Ng09552	2703
Ng09553	681
Ng09554	445
Ng09555	354
Ng09556	408
Ng09557	2082
Ng09558	2289
Ng09559	1470
Ng09560	789
Ng09561	1845
Ng09562	1155
Ng09563	2124
Ng09564	1464
Ng09565	306
Ng09566	918
Ng09567	4263
Ng09568	1881
Ng09569	1179
Ng09570	1425
Ng09571	279
Ng09572	1218
Ng09573	2670
Ng09574	2610
Ng09575	2046
Ng09576	225
Ng09577	372
Ng09578	987
Ng09579	3549
Ng09580	867
Ng09581	3969
Ng09582	831
Ng09583	609
Ng09584	2229
Ng09585	1392
Ng09586	552
Ng09587	243
Ng09588	849
Ng09589	351
Ng09590	570
Ng09591	1533
Ng09592	3150
Ng09593	1323
Ng09594	573
Ng09595	495
Ng09596	1224
Ng09597	831
Ng09598	372
Ng09599	1458
Ng09600	645
Ng09601	642
Ng09602	213
Ng09603	432
Ng09604	2322
Ng09605	273
Ng09606	1320
Ng09607	219
Ng09608	468
Ng09609	192
Ng09610	183
Ng09611	228
Ng09612	543
Ng09613	387
Ng09614	522
Ng09615	2089
Ng09616	249
Ng09617	210
Ng09618	234
Ng09619	510
Ng09620	1188
Ng09621	1739
Ng09622	1122
Ng09623	309
Ng09624	1276
Ng09625	432
Ng09626	192
Ng09627	1600
Ng09628	3213
Ng09629	978
Ng09630	261
Ng09631	2049
Ng09632	348
Ng09633	963
Ng09634	1284
Ng09635	783
Ng09636	681
Ng09637	540
Ng09638	393
Ng09639	252
Ng09640	393
Ng09641	252
Ng09642	393
Ng09643	252
Ng09644	327
Ng09645	186
Ng09646	324
Ng09647	186
Ng09648	324
Ng09649	186
Ng09650	327
Ng09651	393
Ng09652	252
Ng09653	315
Ng09654	1164
Ng09655	1872
Ng09656	1692
Ng09657	699
Ng09658	1938
Ng09659	3108
Ng09660	264
Ng09661	1116
Ng09662	789
Ng09663	1182
Ng09664	372
Ng09665	390
Ng09666	414
Ng09667	759
Ng09668	387
Ng09669	3146
Ng09670	363
Ng09671	1140
Ng09672	1566
Ng09673	1514
Ng09674	768
Ng09675	708
Ng09676	1991
Ng09677	192
Ng09678	3103
Ng09679	1153
Ng09680	429
Ng09681	1299
Ng09682	195
Ng09683	1651
Ng09684	342
Ng09685	1420
Ng09686	861
Ng09687	849
Ng09688	471
Ng09689	795
Ng09690	483
Ng09691	567
Ng09692	1833
Ng09693	519
Ng09694	831
Ng09695	744
Ng09696	1870
Ng09697	1623
Ng09698	786
Ng09699	1157
Ng09700	261
Ng09701	459
Ng09702	1259
Ng09703	207
Ng09704	2490
Ng09705	180
Ng09706	210
Ng09707	846
Ng09708	1926
Ng09709	372
Ng09710	933
Ng09711	4544
Ng09712	606
Ng09713	1274
Ng09714	648
Ng09715	276
Ng09716	912
Ng09717	1307
Ng09718	2085
Ng09719	3264
Ng09720	486
Ng09721	873
Ng09722	1182
Ng09723	1383
Ng09724	618
Ng09725	504
Ng09726	525
Ng09727	759
Ng09728	2292
Ng09729	381
Ng09730	1683
Ng09731	1932
Ng09732	1062
Ng09733	795
Ng09734	1326
Ng09735	1940
Ng09736	291
Ng09737	510
Ng09738	1464
Ng09739	738
Ng09740	1767
Ng09741	1398
Ng09742	1209
Ng09743	1032
Ng09744	1821
Ng09745	419
Ng09746	1080
Ng09747	804
Ng09748	537
Ng09749	2721
Ng09750	435
Ng09751	696
Ng09752	1143
Ng09753	1404
Ng09754	339
Ng09755	309
Ng09756	4107
Ng09757	1575
Ng09758	1436
Ng09759	255
Ng09760	1091
Ng09761	1398
Ng09762	774
Ng09763	309
Ng09764	2533
Ng09765	618
Ng09766	3612
Ng09767	402
Ng09768	270
Ng09769	2157
Ng09770	312
Ng09771	426
Ng09772	1857
Ng09773	192
Ng09774	180
Ng09775	978
Ng09776	5695
Ng09777	2895
Ng09778	783
Ng09779	819
Ng09780	771
Ng09781	1290
Ng09782	1671
Ng09783	906
Ng09784	2316
Ng09785	237
Ng09786	930
Ng09787	1938
Ng09788	996
Ng09789	2031
Ng09790	1446
